StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ID,vote2020,Q22,biden_approve_f_1,trump_approve_f_1,avg_f_1,optimism_f_1,unite_f_1,covid_f_1,attention_f,your_yard_f_1,neighbor_yard_f,Q23,biden_approve_nf_1,trump_approve_nf_1,avg_nf_1,optimism_nf_1,unite_nf_1,covid_nf_1,attention_nf,your_yard_nf_1,neighbor_yard_nf,Source Study
3/19/2021 11:38,3/19/2021 11:40,0,198.184.147.58,100,115,1,3/19/2021 11:40,R_ZEQJZKGOoRf7Pzj,,,,,40.44090271,-79.98570251,anonymous,EN,5ddaf0367b6a66a581e854a9,1,It is just a symbol of the country. It does not hold a strong meaning or significance. ,7,2,8,8,10,7,2021,3,3,,,,,,,,,,,1
3/19/2021 11:38,3/19/2021 11:40,0,73.141.173.188,100,143,1,3/19/2021 11:40,R_3I43fNKBkZxLPR0,,,,,40.1085968,-75.28350067,anonymous,EN,5c6deaa84e43fe0001b4544d,1,US flag means pride and freedom,9,1,9,7,10,9,2021,6,2,,,,,,,,,,,1
3/19/2021 11:37,3/19/2021 11:41,0,75.100.76.219,100,246,1,3/19/2021 11:41,R_SE4ILkaq4brRFSh,,,,,36.07739258,-83.9434967,anonymous,EN,60351247578fd3c8a663ee03,1,,,,,,,,,,,"My ideal breakfast would be potatoes,  eggs and turkey sausage.",9,1,8,8,8,10,2021,8,2,1
3/19/2021 11:41,3/19/2021 11:42,0,71.61.183.233,100,68,1,3/19/2021 11:42,R_yxnPetNbNRIfbAB,,,,,40.43240356,-79.92469788,anonymous,EN,jude1023,1,,,,,,,,,,,smoothie and egg sandwich,3,0,4,5,6,3,2021,10,2,1
3/19/2021 11:42,3/19/2021 11:44,0,100.14.185.232,100,111,1,3/19/2021 11:44,R_STRQdvxQ5PyDsGd,,,,,40.03559875,-75.17630005,anonymous,EN,5fa00df9f09b1d00088801ee,1,,,,,,,,,,,"A good sesame bagel with cream cheese and tomato, and coffee.",7,0,6,7,6,8,2021,5,3,1
3/19/2021 11:44,3/19/2021 11:45,0,172.58.225.143,100,102,1,3/19/2021 11:45,R_11XWp8oVIIQRB8v,,,,,40.83120728,-73.90670013,anonymous,EN,5f75439ff192151bbbf1a09c,1,,,,,,,,,,,A spinach feta wrap and vanilla sweet cream cold brew from Starbucks.,8,0,7,7,6,8,2021,3,2,1
3/19/2021 11:44,3/19/2021 11:45,0,71.34.85.108,100,81,1,3/19/2021 11:45,R_BqOMxKIKUllOwV3,,,,,45.43829346,-122.6147003,anonymous,EN,5fb7ee9c8e8e961eaba3394c,1,it represents an ideal of national unification that is no longer relevant and no longer exists,8,0,9,8,8,10,2021,8,2,,,,,,,,,,,1
3/19/2021 11:43,3/19/2021 11:46,0,174.232.128.19,100,156,1,3/19/2021 11:46,R_Q6UTyHT4w6Ef9gB,,,,,41.12309265,-81.56659698,anonymous,EN,5f00bbd203e3291e95806b56,1,It is supposed to be a symbol of freedom and sacrifices that were made for the country,6,2,9,8,7,8,2021,3,3,,,,,,,,,,,1
3/19/2021 11:46,3/19/2021 11:47,0,66.24.78.88,100,68,1,3/19/2021 11:47,R_2ASRtO2mp0tKpJ7,,,,,42.14709473,-75.88159943,anonymous,EN,59339542bef6820001ab9ec5,1,,,,,,,,,,,Eggs and potatoes,3,6,2,0,1,7,2021,10,2,1
3/19/2021 11:45,3/19/2021 11:47,0,67.0.87.166,100,154,1,3/19/2021 11:47,R_We98r3oMFJax90l,,,,,35.24850464,-106.6818008,anonymous,EN,6019bbb66e5c2815ba3728b6,1,"The flag is a symbol of the country, but ultimately the physical object is just a piece of cloth.",8,2,8,7,6,10,2021,8,2,,,,,,,,,,,1
3/19/2021 11:45,3/19/2021 11:48,0,65.60.212.40,100,130,1,3/19/2021 11:48,R_3rOQxMl0LBJTdzI,,,,,40.05349731,-83.01869965,anonymous,EN,5b1962c551d4eb0001bf968b,1,,,,,,,,,,,"Banana stuffed french toast, topped with powdered sugar and caramel sauce. Papaya juice to drink.",2,0,4,3,6,8,2021,7,2,1
3/19/2021 11:47,3/19/2021 11:48,0,24.187.141.127,100,69,1,3/19/2021 11:48,R_OJvoxsIslYPi7sJ,,,,,40.87309265,-73.87259674,anonymous,EN,5fbc184314992d0a49490a1e,1,Freedom and liberty,8,3,6,7,6,7,2021,2,3,,,,,,,,,,,1
3/19/2021 11:48,3/19/2021 11:48,0,67.250.106.192,100,39,1,3/19/2021 11:48,R_1gSco2xHERhtzai,,,,,40.56970215,-74.11840057,anonymous,EN,5fff1c414aaf1d669ecc95e5,1,,,,,,,,,,,Chocolate Muffins,6,0,6,6,6,8,2021,9,2,1
3/19/2021 11:47,3/19/2021 11:49,0,71.12.109.125,100,129,1,3/19/2021 11:49,R_6tXGHWLyNuigGI1,,,,,33.41659546,-86.77950287,anonymous,EN,60123cfb8875152734ebc108,1,,,,,,,,,,,Omelette and coffee,9,0,10,9,10,10,2021,3,2,1
3/19/2021 11:46,3/19/2021 11:49,0,98.38.29.225,100,232,1,3/19/2021 11:49,R_1lukrC9kdeVsN3O,,,,,38.85110474,-104.7687988,anonymous,EN,5dad33e617ce000016de39fa,1,"Honestly, at this point in time and what the people of the United States are going through, it doesn't really mean anything to me other that it's the country's identifier. Also, to be completely honest, when I see people nowadays flying and wearing the US flag, it makes me think of them as right wing conservatives and I don't think of patriotism as a positive thing.",6,1,6,7,7,7,2021,8,2,,,,,,,,,,,1
3/19/2021 11:48,3/19/2021 11:50,0,32.214.17.120,100,143,1,3/19/2021 11:50,R_2bWfKk6mvCy764G,,,,,41.6026001,-72.97650146,anonymous,EN,5d8a5f4a98c9cb00019998f6,1,"""patriotism"" and fanaticism these days",8,0,8,8,8,8,2021,8,2,,,,,,,,,,,1
3/19/2021 11:51,3/19/2021 11:52,0,24.12.194.96,100,69,1,3/19/2021 11:52,R_2frKCnSJ1rSH1SL,,,,,42.03109741,-87.68579865,anonymous,EN,5e85efd69c5a6f1ec0d97903,1,Now it represents a way to show you are hateful without admitting it.,8,0,7,8,5,8,2021,8,2,,,,,,,,,,,1
3/19/2021 11:48,3/19/2021 11:52,0,172.58.203.2,100,213,1,3/19/2021 11:52,R_24kE2P9agqHeVho,,,,,39.99429321,-75.11810303,anonymous,EN,5deebb555c4435044e648c7f,1,,,,,,,,,,,"My ideal breakfast is oatmeal with non-dairy milk and mixed fruits, along with an organic green smoothie.",9,1,10,9,10,10,2021,0,1,1
3/19/2021 11:51,3/19/2021 11:52,0,96.250.203.137,100,67,1,3/19/2021 11:52,R_1OpONC5rljsmo93,,,,,40.64619446,-73.9559021,anonymous,EN,5ec7fea63ef2412a6490af23,1,It is symbolic to our country's foundation and historical values.,10,0,8,8,8,10,2021,1,3,,,,,,,,,,,1
3/19/2021 11:50,3/19/2021 11:52,0,71.238.86.73,100,144,1,3/19/2021 11:52,R_SUXmokQZhiFD8Hf,,,,,45.48049927,-122.6362991,anonymous,EN,5cd07b16df63ac00183d9f52,1,,,,,,,,,,,"coffee, waffles, fresh fruit, bacon, scrambled eggs",5,0,7,6,6,6,2021,7,2,1
3/19/2021 11:52,3/19/2021 11:53,0,100.15.70.181,100,90,1,3/19/2021 11:53,R_3jc8RlHokjsjsui,,,,,38.90339661,-76.98819733,anonymous,EN,5947f37ff154200001b51473,1,"patriotism, the country",9,1,10,8,10,9,2021,3,2,,,,,,,,,,,1
3/19/2021 11:52,3/19/2021 11:53,0,75.118.103.203,100,103,1,3/19/2021 11:53,R_2YaAwyPoXV2KihX,,,,,40.09460449,-83.01180267,anonymous,EN,5b9da4cbd1ff7a00013bb55d,1,,,,,,,,,,,"Bagel, salmon (lox), cream cheese, tea",8,1,8,8,8,10,2021,6,3,1
3/19/2021 11:52,3/19/2021 11:54,0,71.90.250.164,100,103,1,3/19/2021 11:54,R_24vXxs8w53X70GX,,,,,33.85290527,-86.81980133,anonymous,EN,5c7f6e35ea9ae00014f48533,1,A symbol of our country and the struggle for independence.,8,0,9,7,9,9,2021,10,2,,,,,,,,,,,1
3/19/2021 11:53,3/19/2021 11:54,0,207.38.252.58,100,71,1,3/19/2021 11:54,R_2duwQMEd07sc7xx,,,,,40.77870178,-73.91320038,anonymous,EN,5f805b5083d6c606c56d7cbd,1,The US flag represents the unity of all states. ,7,1,7,6,8,9,2021,5,2,,,,,,,,,,,1
3/19/2021 11:53,3/19/2021 11:54,0,129.101.213.154,100,107,1,3/19/2021 11:54,R_2xGkbSVeGVlN22b,,,,,46.73309326,-116.9898987,anonymous,EN,5eb3d066d0e0231abd2cedc0,1,,,,,,,,,,,breakfast burrito,7,0,7,5,9,7,2021,4,2,1
3/19/2021 11:54,3/19/2021 11:55,0,75.46.253.223,100,66,1,3/19/2021 11:55,R_PIOvxRLr33fwXId,,,,,38.54820251,-90.32980347,anonymous,EN,5a1f24609b760100013a8c1b,1,The flag stands for patriotism,7,0,7,8,8,9,2021,3,3,,,,,,,,,,,1
3/19/2021 11:54,3/19/2021 11:55,0,24.125.49.254,100,52,1,3/19/2021 11:55,R_1fklHoemTaVZm9X,,,,,33.72279358,-83.99759674,anonymous,EN,6036e282c0a11f1da6426adf,1,,,,,,,,,,,"eggs, waffles, and bacon",5,0,5,4,6,4,2021,4,2,1
3/19/2021 11:53,3/19/2021 11:55,0,98.240.193.166,100,110,1,3/19/2021 11:55,R_1i4qg4W1lFfV6UK,,,,,44.97099304,-93.04979706,anonymous,EN,5f39ae82822a9e558a63d053,1,,,,,,,,,,,"diner scrambled eggs (always taste better from a diner), crispy bacon, crispy hashbrowns, fresh fruit (like strawberries, grapes, and pineapple), no-pulp orange juice, and iced coffee",8,0,9,8,7,7,2021,2,3,1
3/19/2021 11:52,3/19/2021 11:55,0,76.21.126.30,100,180,1,3/19/2021 11:55,R_2Sc6X2Xfnu7ShCw,,,,,37.25390625,-122.063797,anonymous,EN,5fe1b5046395d9c5415298c6,1,"Patriotism, Freedom, Value",6,8,3,6,3,8,2021,10,2,,,,,,,,,,,1
3/19/2021 11:55,3/19/2021 11:56,0,68.201.3.164,100,36,1,3/19/2021 11:56,R_2tmPNULxcH3Sq7e,,,,,33.85569763,-98.57929993,anonymous,EN,5daa79d095be5f0017360d60,1,,,,,,,,,,,Bacon and egg and cheese burrito,8,0,10,9,10,9,2021,8,2,1
3/19/2021 11:54,3/19/2021 11:56,0,204.116.214.135,100,91,1,3/19/2021 11:56,R_1cU4fezQumaAgm4,,,,,34.14160156,-80.88860321,anonymous,EN,60284cea4a17886f3883c1bd,1,,,,,,,,,,,A breakfast buffet,6,3,9,6,5,7,2021,6,3,1
3/19/2021 11:55,3/19/2021 11:56,0,96.237.115.133,100,52,1,3/19/2021 11:56,R_21BQY1JwLmy8Dbd,,,,,42.42799377,-71.0617981,anonymous,EN,5ede4b8aea175008314f39c0,1,Betsey Ross,8,1,8,9,8,10,2021,8,2,,,,,,,,,,,1
3/19/2021 11:54,3/19/2021 11:56,0,70.185.225.8,100,120,1,3/19/2021 11:56,R_1jIL7k3g36gIRNz,,,,,36.17500305,-95.91600037,anonymous,EN,6035db850fe313c97f73c0b6,1,,,,,,,,,,,"fried eggs, sausage and toast",10,1,10,10,10,10,2021,10,3,1
3/19/2021 11:55,3/19/2021 11:56,0,66.30.64.206,100,70,1,3/19/2021 11:56,R_3m37JxlagIGX2Pu,,,,,42.55830383,-70.87819672,anonymous,EN,5e7fe0a46db6e86cd7c6b213,1,"It means colonialism, white power hate, and greed.",4,0,7,2,6,10,202,10,2,,,,,,,,,,,1
3/19/2021 11:55,3/19/2021 11:56,0,172.113.170.62,100,52,1,3/19/2021 11:56,R_baoCXTkClAbNnln,,,,,33.67500305,-118.0027008,anonymous,EN,6022e07fc505eb0d2bbf0040,1,Racism,10,1,10,10,10,10,2021,10,2,,,,,,,,,,,1
3/19/2021 11:56,3/19/2021 11:57,0,172.58.11.168,100,100,1,3/19/2021 11:57,R_1reRsj5vfuFcD2o,,,,,25.95620728,-80.18280029,anonymous,EN,5caa0fdf92fdc200019ea297,1,,,,,,,,,,,Chicken and biscuits,7,1,8,10,9,8,2021,3,3,1
3/19/2021 11:57,3/19/2021 11:58,0,76.101.170.60,100,71,1,3/19/2021 11:58,R_3EHhVHHZiPTyklM,,,,,26.43479919,-81.81099701,anonymous,EN,5cf7df5a8e098100184cbf43,1,,,,,,,,,,,"2 Eggs, Hashbrowns, Waffle",9,0,9,8,8,10,2021,4,3,1
3/19/2021 11:57,3/19/2021 11:59,0,72.176.186.79,100,142,1,3/19/2021 11:59,R_3pcpHjXIOx4L4Hd,,,,,31.00650024,-97.84059906,anonymous,EN,5fdfb95fdfad1586e0aa406e,1,an identification,6,3,6,7,6,7,2021,3,3,,,,,,,,,,,1
3/19/2021 11:58,3/19/2021 11:59,0,73.191.148.6,100,90,1,3/19/2021 11:59,R_2bTcWXqozobbpoV,,,,,43.19630432,-86.271698,anonymous,EN,57509d9b363e77000695620b,1,It's a symbol to me of the bravery so many men and women face to help keep our country free from becoming a dictatorship.,10,0,10,10,10,10,2021,5,3,,,,,,,,,,,1
3/19/2021 11:57,3/19/2021 12:00,0,23.242.18.189,100,171,1,3/19/2021 12:00,R_z3i155xiJctL8tP,,,,,34.21659851,-118.6027985,anonymous,EN,5f8d33b7ec24b1000bf6709f,1,,,,,,,,,,,coffee and toast,7,3,9,9,9,2,2021,9,1,1
3/19/2021 11:58,3/19/2021 12:00,0,173.59.235.178,100,102,1,3/19/2021 12:00,R_Wflr79E2DwiYywF,,,,,39.30299377,-76.60620117,anonymous,EN,5ee0f7dc10f0300ba958afba,1,,,,,,,,,,,chocolate chip pancakes with bacon,8,0,7,7,9,9,2021,6,3,1
3/19/2021 11:59,3/19/2021 12:00,0,75.184.122.94,100,71,1,3/19/2021 12:00,R_2s6eY3iohloXa2u,,,,,44.49650574,-87.9265976,anonymous,EN,5fed195913597ca72969c47c,1,a country of opportunity ,8,0,7,8,8,9,2021,5,3,,,,,,,,,,,1
3/19/2021 11:58,3/19/2021 12:00,0,107.184.143.49,100,100,1,3/19/2021 12:00,R_puVfmLVbmvmfLnr,,,,,34.26660156,-118.7642975,anonymous,EN,5ee1aff5d156f20008c98012,1,"Terror, Imprisonment masked as freedom",4,0,5,3,6,7,2021,1,3,,,,,,,,,,,1
3/19/2021 12:00,3/19/2021 12:01,0,24.117.116.97,100,67,1,3/19/2021 12:01,R_1ItKZ6v0F7C5CLJ,,,,,43.66430664,-116.2418976,anonymous,EN,604f837532e0c48052a6e458,1,,10,0,10,7,9,10,2021,7,2,,,,,,,,,,,1
3/19/2021 11:59,3/19/2021 12:01,0,108.31.1.155,100,143,1,3/19/2021 12:01,R_1rB9AiEymJBu62S,,,,,38.95219421,-77.02529907,anonymous,EN,5ffa6de08f000544283018dd,1,,,,,,,,,,,I really like standard Eggs Benedict,9,0,9,8,9,9,2021,2,1,1
3/19/2021 12:00,3/19/2021 12:02,0,70.131.32.224,100,83,1,3/19/2021 12:02,R_1ribUuAkMHSxQWl,,,,,38.79870605,-90.50340271,anonymous,EN,5c6b06511519ac0001668c26,1,"It represents unity and national purpose. As a Democrat, I still advocate for respecting the flag. ",8,0,8,9,6,10,2021,3,2,,,,,,,,,,,1
3/19/2021 12:00,3/19/2021 12:02,0,76.111.82.169,100,122,1,3/19/2021 12:02,R_d711JvggNomLJzr,,,,,39.12440491,-76.49500275,anonymous,EN,5f9376cd725acb15ed59a6f2,1,,,,,,,,,,,"eggs, bacon, hash browns, orange juice, hot coffee to sip on afterwards",9,0,7,9,6,9,2021,3,3,1
3/19/2021 12:00,3/19/2021 12:02,0,73.60.112.99,100,142,1,3/19/2021 12:02,R_3mjywoKQ1uxpYpq,,,,,42.51809692,-70.89900208,anonymous,EN,59ba2a6e6495ef00019fbd70,1,,,,,,,,,,,"French toast, orange juice, bacon, and a muffin served in bed",10,0,10,10,10,10,2021,8,2,1
3/19/2021 12:01,3/19/2021 12:02,0,192.158.217.120,100,83,1,3/19/2021 12:02,R_A5qfFTgXP2wNSlb,,,,,39.92199707,-79.83660126,anonymous,EN,5dd6eb09a4aa2668d085619a,1,"Honestly, it means nothing to me. It's almost a negative symbol to me, at this point.",7,2,8,8,7,8,2021,6,2,,,,,,,,,,,1
3/19/2021 12:01,3/19/2021 12:02,0,47.186.199.155,100,105,1,3/19/2021 12:02,R_D2lDltmaFJ8nbbP,,,,,33.14520264,-97.06990051,anonymous,EN,5f430d7837655454911d1d12,1,,,,,,,,,,,Coffee and danish,9,1,10,10,10,10,2021,9,2,1
3/19/2021 12:01,3/19/2021 12:03,0,24.39.56.94,100,113,1,3/19/2021 12:03,R_uq5HXtYXrdmWgBb,,,,,43.7973938,-70.26490021,anonymous,EN,5fbb596c80c1d0c6fcb72eb4,1,,,,,,,,,,,Poached eggs on 12 grain bread.,7,1,8,9,10,10,2021,0,3,1
3/19/2021 12:01,3/19/2021 12:03,0,69.130.250.97,100,86,1,3/19/2021 12:03,R_2TH4Or23u2R37aL,,,,,43.10299683,-89.50730133,anonymous,EN,5bc0929b23d6170001b92120,1,,,,,,,,,,,"cereal, milk, banana",9,0,9,8,8,9,2021,7,3,1
3/19/2021 11:59,3/19/2021 12:03,0,38.64.51.139,100,242,1,3/19/2021 12:03,R_2f1goSWFEgtKgNA,,,,,41.84829712,-87.65170288,anonymous,EN,5fd635f885f88c4eb1933640,1,,,,,,,,,,,"I keep bread, egg, milk and fruits at my breakfast.",9,8,9,7,8,9,2021,9,1,1
3/19/2021 12:00,3/19/2021 12:03,0,72.194.5.116,100,151,1,3/19/2021 12:03,R_3jVFVrqHThn5dUf,,,,,34.43980408,-119.7314987,anonymous,EN,5dcb24a0f3795b7f9c72b6ec,1,"I don't know the meaning of the colors, but the stars represent the states, and the stripes represent the original 13 colonies. Overall, it represents freedom.",8,1,8,5,7,6,2021,5,3,,,,,,,,,,,1
3/19/2021 12:01,3/19/2021 12:03,0,174.70.253.158,100,94,1,3/19/2021 12:03,R_1g6WWWCXP5FVgh2,,,,,41.63609314,-71.18080139,anonymous,EN,603045b710c7c1eb49bed154,1,,,,,,,,,,,Chocolate chip pancakes and chocolate milk ,7,2,7,7,7,8,2021,5,2,1
3/19/2021 12:01,3/19/2021 12:03,0,24.10.33.114,100,111,1,3/19/2021 12:03,R_0ezqdjwo7yHTu25,,,,,39.80679321,-121.8670044,anonymous,EN,5d1653de3935ca001b87ff71,1,"It doesn't mean anything to me, it's just a flag.",5,1,3,4,5,6,2021,7,2,,,,,,,,,,,1
3/19/2021 12:02,3/19/2021 12:03,0,71.241.247.12,100,81,1,3/19/2021 12:03,R_wRxlxWL3T7aKkiR,,,,,38.84280396,-77.08999634,anonymous,EN,"•	Faded parking signs throughout parking lot •	Faded striping throughout parking lot •	Repaint handicap bollards •	Unmaintained landscaping throughout parcel •	Unmaintained berm along Route 66 Perform routine sweeping services",1,it means land of the free,7,1,7,8,6,8,2021,2,3,,,,,,,,,,,1
3/19/2021 12:03,3/19/2021 12:04,0,173.94.76.205,100,98,1,3/19/2021 12:04,R_1E4MaA3HH4BHDD2,,,,,35.91850281,-80.53869629,anonymous,EN,5f289485f876761d798df65c,1,,,,,,,,,,,"My ideal breakfast would be waffles, veggie sausage, and scrambled eggs.",5,0,5,3,9,8,2021,8,2,1
3/19/2021 12:02,3/19/2021 12:04,0,73.206.57.166,100,145,1,3/19/2021 12:04,R_BqRiahjbDUTeIz7,,,,,29.90359497,-95.33239746,anonymous,EN,5fbbe3a696d6300008af539d,1,"Life, liberty, and pursuit of happiness.",9,0,9,10,9,10,2021,7,2,,,,,,,,,,,1
3/19/2021 12:03,3/19/2021 12:05,0,70.115.88.77,100,98,1,3/19/2021 12:05,R_1doCyRVdD9WHstz,,,,,32.92599487,-96.96659851,anonymous,EN,5ef2d157c9260013fe94d10d,1,,,,,,,,,,,sprinkle chocolate donut and a coke,6,2,5,6,5,6,2021,5,3,1
3/19/2021 12:03,3/19/2021 12:05,0,73.145.151.144,100,102,1,3/19/2021 12:05,R_07YQf9pspitG4k9,,,,,42.73669434,-84.47579956,anonymous,EN,5fa62963d5f64b209953d321,1,absolutely nothing. i don't care about flags.,3,0,3,0,6,8,2021,7,2,,,,,,,,,,,1
3/19/2021 12:04,3/19/2021 12:05,0,174.225.136.224,100,68,1,3/19/2021 12:05,R_xgTsirqTAK6VaRr,,,,,40.85650635,-74.12310028,anonymous,EN,5f52b10e0193bb5acbea65f3,1,Lately it has been connected to “patriots” for me. racists. Inconsiderate people. I am ashamed of the flag lately.,5,1,8,5,7,6,2021,7,2,,,,,,,,,,,1
3/19/2021 12:03,3/19/2021 12:05,0,74.197.210.244,100,141,1,3/19/2021 12:05,R_2QstW6BxerGQ0fa,,,,,35.25210571,-96.66829681,anonymous,EN,568e7f66e3ef9e000ba1a089,1,It's a symbol of the country.,7,0,9,9,7,10,2021,9,2,,,,,,,,,,,1
3/19/2021 12:03,3/19/2021 12:05,0,67.185.198.56,100,138,1,3/19/2021 12:05,R_CdC5YONd5qsxQe5,,,,,47.63479614,-122.3451004,anonymous,EN,5f5561166d9ce792e07134e2,1,"It's merely a symbol to me. It doesn't mean anything overtly special to me, as I am proud to be an American but find that those who love the American flag usually don't hold the same views as I do!",4,2,5,6,6,8,2021,9,2,,,,,,,,,,,1
3/19/2021 12:03,3/19/2021 12:05,0,209.237.114.66,100,126,1,3/19/2021 12:05,R_eEi1mZnasFwof0l,,,,,44.89619446,-93.10359955,anonymous,EN,5a6fc955f1530b000103b60a,1,A symbol of USA - whether it be the government or the people and our culture,8,1,8,7,9,8,2021,7,2,,,,,,,,,,,1
3/19/2021 12:04,3/19/2021 12:05,0,108.7.196.90,100,97,1,3/19/2021 12:05,R_1LMzaMFw451MtGv,,,,,42.39349365,-71.18360138,anonymous,EN,5fbb062e91513797e214827d,1,,,,,,,,,,,"Oatmeal with walnuts and blueberries, topped with yogurt",10,0,10,10,10,10,2021,10,2,1
3/19/2021 12:05,3/19/2021 12:06,0,71.206.238.163,100,77,1,3/19/2021 12:06,R_1MRteRoFEVWPuwM,,,,,40.43240356,-79.92469788,anonymous,EN,5f978c9948915015fb3bd00a,1,"It's a symbol for a country, but it doesn't have any particular meaning to me. ",8,1,6,6,7,8,2021,10,2,,,,,,,,,,,1
3/19/2021 12:04,3/19/2021 12:06,0,172.58.60.16,100,139,1,3/19/2021 12:06,R_2pVxbqpq0KhdztZ,,,,,39.73880005,-104.9868011,anonymous,EN,5dd7b300a71de875640dc574,1,,,,,,,,,,,"Oatmeal, banana, orange juice",9,0,9,10,10,9,2021,5,3,1
3/19/2021 12:05,3/19/2021 12:07,0,70.177.98.50,100,77,1,3/19/2021 12:07,R_1LIPClU7PFS8vnm,,,,,36.04319763,-95.80719757,anonymous,EN,5f21c73f0c3a4916b48c1d61,1,,,,,,,,,,,"no food, a cup of coffee without cream or sugar",8,0,7,8,10,10,2021,9,2,1
3/19/2021 12:05,3/19/2021 12:07,0,172.113.249.152,100,101,1,3/19/2021 12:07,R_bIufjQvrhqxeZGN,,,,,34.06340027,-118.4667053,anonymous,EN,5c2986b9fd51b80001dd89d6,1,,,,,,,,,,,"A nice cup of tea, some hash browns, ketchup, maybe some baked beans.",7,0,8,7,8,6,2021,8,2,1
3/19/2021 12:06,3/19/2021 12:07,0,24.101.61.132,100,58,1,3/19/2021 12:07,R_21Gl39StMH6v8cL,,,,,39.87680054,-75.92769623,anonymous,EN,5f47d4de030fef1fbb2221d9,1,,,,,,,,,,,WESTERN OMLET WITH CHEESE AND TOAST,5,2,7,7,7,6,2021,0,3,1
3/19/2021 12:06,3/19/2021 12:07,0,104.188.182.91,100,58,1,3/19/2021 12:07,R_w5e67TphIBDImxH,,,,,34.20370483,-84.10310364,anonymous,EN,5e81b80102677c89a6bfa9a0,1,,,,,,,,,,,Eggs and bacon,7,0,6,7,7,9,2021,7,3,1
3/19/2021 12:06,3/19/2021 12:07,0,104.255.160.53,100,93,1,3/19/2021 12:07,R_2AGdyW38QllKrgY,,,,,37.92269897,-83.26100159,anonymous,EN,5f4d68285a01eea23f58ac1d,1,"It's a piece of fabric that used to mean something, now however, it doesn't mean anything to me",7,1,3,7,7,8,2021,3,2,,,,,,,,,,,1
3/19/2021 12:06,3/19/2021 12:07,0,73.95.105.37,100,76,1,3/19/2021 12:07,R_2RWBmyIEkoGiVzE,,,,,38.78930664,-104.8220978,anonymous,EN,600edb0946cf807f2c08cf95,1,"Imperialism, White Supremacy ",4,0,1,3,4,5,2021,7,3,,,,,,,,,,,1
3/19/2021 12:04,3/19/2021 12:08,0,208.126.47.11,100,236,1,3/19/2021 12:08,R_3qwFiI5M7eacpFB,,,,,42.29130554,-93.77549744,anonymous,EN,5e9f12398bee3106d8a13131,1,,,,,,,,,,,breakfast burrito,10,0,10,10,10,10,2021,4,3,1
3/19/2021 12:03,3/19/2021 12:08,0,130.245.192.10,100,276,1,3/19/2021 12:08,R_1CqDRHc8CwrZZ0o,,,,,40.90759277,-73.12200165,anonymous,EN,5f4907ec00953f091658838a,1,,,,,,,,,,,"Fruit, eggs and protein",7,2,9,10,9,10,2021,2,3,1
3/19/2021 12:07,3/19/2021 12:08,0,142.197.69.78,100,75,1,3/19/2021 12:08,R_Y3qQxU1NL8bm3FT,,,,,29.13830566,-80.99559784,anonymous,EN,5fd278c22c106c0008ec188c,1,,,,,,,,,,,Lucky Charms with marshmallows and a glass of orange juice.,6,1,6,5,6,7,2021,7,2,1
3/19/2021 12:07,3/19/2021 12:08,0,50.83.191.154,100,100,1,3/19/2021 12:09,R_ugd9sbVto3uthcJ,,,,,41.53689575,-93.62190247,anonymous,EN,5ba18771e671c600012322e4,1,it means that all states are unified in achieving the best for our country,10,0,10,10,10,10,2021,7,3,,,,,,,,,,,1
3/19/2021 12:07,3/19/2021 12:09,0,73.139.49.55,100,68,1,3/19/2021 12:09,R_1q7K3FazkjP4bB2,,,,,26.18580627,-80.23999786,anonymous,EN,5d4c78071b920f00198e8533,1,,,,,,,,,,,fresh fruit,10,0,10,10,10,10,2021,0,3,1
3/19/2021 12:07,3/19/2021 12:09,0,96.42.99.249,100,108,1,3/19/2021 12:09,R_3L6EBk3yo4IU92z,,,,,44.66279602,-93.15390015,anonymous,EN,5fc748d7b4ebab1755adad17,1,It’s simply a symbol for the United States. It has no real significance to me other than that. ,8,1,9,5,7,8,2021,5,3,,,,,,,,,,,1
3/19/2021 12:07,3/19/2021 12:09,0,68.43.17.176,100,83,1,3/19/2021 12:09,R_25yVrjTQWE4jH5V,,,,,42.33099365,-83.37850189,anonymous,EN,5bbbca5d63ea8a00019bd7fa,1,It is the symbol of America,7,0,7,7,8,8,2021,2,2,,,,,,,,,,,1
3/19/2021 11:58,3/19/2021 12:10,0,184.54.162.156,100,707,1,3/19/2021 12:10,R_2BfFgZvXd8ndOCJ,,,,,39.05839539,-84.33959961,anonymous,EN,57d5593f8dcd2c00014bc55b,1,It is a symbol of patriotism,10,10,10,10,10,10,2021,10,2,,,,,,,,,,,1
3/19/2021 12:08,3/19/2021 12:10,0,174.102.174.153,100,75,1,3/19/2021 12:10,R_z7mXYNfrOR7itnH,,,,,42.60580444,-87.87619781,anonymous,EN,5e52d0122f5f952f2a7b6b28,1,The US flag is a symbol of my country and our unity.,7,0,9,4,8,9,2021,0,3,,,,,,,,,,,1
3/19/2021 12:08,3/19/2021 12:10,0,8.40.204.43,100,132,1,3/19/2021 12:10,R_3m7WGOkT2ziHScj,,,,,35.38679504,-96.93309784,anonymous,EN,5fae4da3bf842d08cfd0dcc6,1,It always makes me think of patriotism.,7,2,7,6,6,8,2021,5,3,,,,,,,,,,,1
